Datos que encuentra el metodo de Euler(variable ind.	 variable dep.	 numero de thread)
0.000000	 0.785398
0.000000	 0.785500
0.000063	 0.785601
0.000126	 0.785703
0.000188	 0.785805
0.000251	 0.785906
0.000314	 0.786008
0.000377	 0.786109
0.000440	 0.786211
0.000503	 0.786313
0.000565	 0.786414
0.000628	 0.786516
0.000691	 0.786618
0.000754	 0.786719
0.000817	 0.786821
0.000880	 0.786922
0.000942	 0.787024
0.001005	 0.787126
0.001068	 0.787227
0.001131	 0.787329
0.001194	 0.787431
0.001257	 0.787532
0.001319	 0.787634
0.001382	 0.787736
0.001445	 0.787837
0.001508	 0.787939
0.001571	 0.788041
0.001634	 0.788142
0.001696	 0.788244
0.001759	 0.788346
0.001822	 0.788448
0.001885	 0.788549
0.001948	 0.788651
0.002011	 0.788753
0.002073	 0.788854
0.002136	 0.788956
0.002199	 0.789058
0.002262	 0.789160
0.002325	 0.789261
0.002388	 0.789363
0.002450	 0.789465
0.002513	 0.789567
0.002576	 0.789668
0.002639	 0.789770
0.002702	 0.789872
0.002765	 0.789974
0.002827	 0.790075
0.002890	 0.790177
0.002953	 0.790279
0.003016	 0.790381
0.003079	 0.790482
0.003142	 0.790584
0.003204	 0.790686
0.003267	 0.790788
0.003330	 0.790890
0.003393	 0.790991
0.003456	 0.791093
0.003519	 0.791195
0.003581	 0.791297
0.003644	 0.791399
0.003707	 0.791500
0.003770	 0.791602
0.003833	 0.791704
0.003896	 0.791806
0.003958	 0.791908
0.004021	 0.792010
0.004084	 0.792111
0.004147	 0.792213
0.004210	 0.792315
0.004273	 0.792417
0.004335	 0.792519
0.004398	 0.792621
0.004461	 0.792723
0.004524	 0.792824
0.004587	 0.792926
0.004650	 0.793028
0.004712	 0.793130
0.004775	 0.793232
0.004838	 0.793334
0.004901	 0.793436
0.004964	 0.793538
0.005027	 0.793640
0.005089	 0.793741
0.005152	 0.793843
0.005215	 0.793945
0.005278	 0.794047
0.005341	 0.794149
0.005404	 0.794251
0.005466	 0.794353
0.005529	 0.794455
0.005592	 0.794557
0.005655	 0.794659
0.005718	 0.794761
0.005781	 0.794863
0.005843	 0.794965
0.005906	 0.795067
0.005969	 0.795168
0.006032	 0.795270
0.006095	 0.795372
0.006158	 0.795474
0.006220	 0.795576
0.006283	 0.795678
0.006346	 0.795780
0.006409	 0.795882
0.006472	 0.795984
0.006535	 0.796086
0.006597	 0.796188
0.006660	 0.796290
0.006723	 0.796392
0.006786	 0.796494
0.006849	 0.796596
0.006912	 0.796698
0.006974	 0.796800
0.007037	 0.796902
0.007100	 0.797004
0.007163	 0.797106
0.007226	 0.797208
0.007288	 0.797310
0.007351	 0.797413
0.007414	 0.797515
0.007477	 0.797617
0.007540	 0.797719
0.007603	 0.797821
0.007665	 0.797923
0.007728	 0.798025
0.007791	 0.798127
0.007854	 0.798229
0.007917	 0.798331
0.007980	 0.798433
0.008042	 0.798535
0.008105	 0.798637
0.008168	 0.798739
0.008231	 0.798842
0.008294	 0.798944
0.008357	 0.799046
0.008419	 0.799148
0.008482	 0.799250
0.008545	 0.799352
0.008608	 0.799454
0.008671	 0.799556
0.008734	 0.799658
0.008796	 0.799761
0.008859	 0.799863
0.008922	 0.799965
0.008985	 0.800067
0.009048	 0.800169
0.009111	 0.800271
0.009173	 0.800373
0.009236	 0.800476
0.009299	 0.800578
0.009362	 0.800680
0.009425	 0.800782
0.009488	 0.800884
0.009550	 0.800987
0.009613	 0.801089
0.009676	 0.801191
0.009739	 0.801293
0.009802	 0.801395
0.009865	 0.801497
0.009927	 0.801600
0.009990	 0.801702
0.010053	 0.801804
0.010116	 0.801906
0.010179	 0.802009
0.010242	 0.802111
0.010304	 0.802213
0.010367	 0.802315
0.010430	 0.802417
0.010493	 0.802520
0.010556	 0.802622
0.010619	 0.802724
0.010681	 0.802826
0.010744	 0.802929
0.010807	 0.803031
0.010870	 0.803133
0.010933	 0.803235
0.010996	 0.803338
